,category,contract_address,from,time,to,token,value,blockchain,ticker,decimal,calc_value
398,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-06-06 00:00:00.000 UTC,0x2ea8cdc7d8e8ff3da731e1a3d93a23f4758c6600,Synapse,1e+24,ethereum,SYN,18.0,999999.9999999999
399,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-03-05 00:00:00.000 UTC,0xd10ef2a513cee0db54e959ef16cac711470b62cf,Synapse,3e+23,ethereum,SYN,18.0,300000.0
400,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-04-17 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,Synapse,1.4e+23,ethereum,SYN,18.0,140000.0
401,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-11-03 00:00:00.000 UTC,0x137be56f76c928aa940b4acb06a84a6d61cd25c9,Synapse,9e+21,ethereum,SYN,18.0,8999.999999999998
402,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-01-19 00:00:00.000 UTC,0xd10ef2a513cee0db54e959ef16cac711470b62cf,Synapse,3e+23,ethereum,SYN,18.0,300000.0
403,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,1e+23,ethereum,SYN,18.0,99999.99999999999
404,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0x2a6eaf352a384f9e261e76d57d98ba1a87e7a9fd,Synapse,2e+22,ethereum,SYN,18.0,19999.999999999996
405,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-05 00:00:00.000 UTC,0x1454b942e35f3796b66e72f16313816c5b30b1ba,Synapse,6.07e+21,ethereum,SYN,18.0,6070.0
406,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-09-30 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,4e+23,ethereum,SYN,18.0,399999.99999999994
407,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-10-02 00:00:00.000 UTC,0x8220f83d954c600d1408450febb9bce6d8a77c72,Synapse,2e+22,ethereum,SYN,18.0,19999.999999999996
408,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-11-15 00:00:00.000 UTC,0xa59b056eba7246be4e81d019af0a8a29c79241e8,Synapse,3e+22,ethereum,SYN,18.0,29999.999999999996
409,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-09-30 00:00:00.000 UTC,0xd10ef2a513cee0db54e959ef16cac711470b62cf,Synapse,5e+23,ethereum,SYN,18.0,499999.99999999994
410,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-16 00:00:00.000 UTC,0x235af07e770f474d24f5bf73074735892371b40d,Synapse,2.5e+23,ethereum,SYN,18.0,249999.99999999997
411,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-11-15 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,Synapse,5e+22,ethereum,SYN,18.0,49999.99999999999
412,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-05-15 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,Synapse,1.4e+23,ethereum,SYN,18.0,140000.0
413,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-02-23 00:00:00.000 UTC,0xd10ef2a513cee0db54e959ef16cac711470b62cf,Synapse,3e+23,ethereum,SYN,18.0,300000.0
414,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-01 00:00:00.000 UTC,0xe52f5349153b8eb3b89675af45ac7502c4997e6a,Synapse,4.23e+22,ethereum,SYN,18.0,42299.99999999999
415,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-06 00:00:00.000 UTC,0x8220f83d954c600d1408450febb9bce6d8a77c72,Synapse,8.333e+21,ethereum,SYN,18.0,8332.999999999998
416,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-21 00:00:00.000 UTC,0x356b82ad1ca1a924b2e3fd30440117bdfd69b4d1,Synapse,1e+18,ethereum,SYN,18.0,0.9999999999999999
417,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-02 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,3e+23,ethereum,SYN,18.0,300000.0
418,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-21 00:00:00.000 UTC,0x356b82ad1ca1a924b2e3fd30440117bdfd69b4d1,Synapse,2.999999e+24,ethereum,SYN,18.0,2999998.9999999995
419,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-11-15 00:00:00.000 UTC,0x42d131181b40461c0d067210a220c0652f83d2a6,Synapse,7e+22,ethereum,SYN,18.0,70000.0
420,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-10-07 00:00:00.000 UTC,0x6d955a7b65646a7425efd4a3f5a2f1011e77c2af,Synapse,5e+22,ethereum,SYN,18.0,49999.99999999999
421,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-04 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
422,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-20 00:00:00.000 UTC,0xd85e2ce060c52562df2a6b893b09c8ed78b2a9d8,Synapse,1.6666e+22,ethereum,SYN,18.0,16665.999999999996
423,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-04-05 00:00:00.000 UTC,0x450f82319f940936f1f4f253b468c3e6e566cdd5,Synapse,1e+25,ethereum,SYN,18.0,10000000.0
424,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-22 00:00:00.000 UTC,0x2a6eaf352a384f9e261e76d57d98ba1a87e7a9fd,Synapse,1.122e+22,ethereum,SYN,18.0,11219.999999999998
425,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-24 00:00:00.000 UTC,0x7eba8a9cacb4bfbf7e1258b402a8e7aa004ed9fd,Synapse,4.60696054e+24,ethereum,SYN,18.0,4606960.539999999
426,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-03-05 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,3e+23,ethereum,SYN,18.0,300000.0
427,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-05-15 00:00:00.000 UTC,0xd10ef2a513cee0db54e959ef16cac711470b62cf,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
428,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-18 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,Synapse,1e+23,ethereum,SYN,18.0,99999.99999999999
429,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-10-22 00:00:00.000 UTC,0x42980e3e602178354e065723d9652bef79ae3673,Synapse,1.5e+23,ethereum,SYN,18.0,150000.0
430,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
431,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-04-28 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
432,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-03-20 00:00:00.000 UTC,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,Synapse,7e+22,ethereum,SYN,18.0,70000.0
433,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-27 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,Synapse,2e+20,ethereum,SYN,18.0,199.99999999999997
434,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-07 00:00:00.000 UTC,0x5f99880830fd4a6f3ff0c5371db57ddec57259e2,Synapse,1.5e+23,ethereum,SYN,18.0,150000.0
435,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0xd10ef2a513cee0db54e959ef16cac711470b62cf,Synapse,3e+23,ethereum,SYN,18.0,300000.0
436,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-03-28 00:00:00.000 UTC,0x450f82319f940936f1f4f253b468c3e6e566cdd5,Synapse,1e+18,ethereum,SYN,18.0,0.9999999999999999
437,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-04-01 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,Synapse,4.1e+21,ethereum,SYN,18.0,4099.999999999999
438,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-02-07 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
439,from,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2023-03-28 00:00:00.000 UTC,0x0000000000000000000000000000000000000000,Synapse,2e+23,ethereum,SYN,18.0,199999.99999999997
440,in,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0x76750e4d709cfa3577b75e1fb04a827867e9e6bb,2022-02-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Synapse,1.5350883217726766e+24,ethereum,SYN,18.0,1535088.3217726764
441,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,2316605428.0,ethereum,USDT,6.0,2316.605428
442,in,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,agEUR,7.40976043152642e+19,ethereum,agEUR,18.0,74.09760431526419
443,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,331498059134.0,ethereum,USDT,6.0,331498.059134
444,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,1171496701.0,ethereum,USDT,6.0,1171.496701
445,in,0xb753428af26e81097e7fd17f40c88aaa3e04902c,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Spice,1.4e+18,ethereum,SFI,18.0,1.4
446,in,0xb753428af26e81097e7fd17f40c88aaa3e04902c,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Spice,3.5e+17,ethereum,SFI,18.0,0.35
447,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,9049955574.0,ethereum,USDT,6.0,9049.955574
448,in,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Stake DAO Token,3e+19,ethereum,SDT,18.0,29.999999999999996
449,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-03-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,52752567183.0,ethereum,USDT,6.0,52752.567183
450,in,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,agEUR,1.2e+19,ethereum,agEUR,18.0,11.999999999999998
451,in,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Stake DAO Token,6e+19,ethereum,SDT,18.0,59.99999999999999
452,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,5958482084.0,ethereum,USDT,6.0,5958.482083999999
453,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-05-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,148455456303.0,ethereum,USDT,6.0,148455.45630299998
454,in,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Stake DAO Token,5.25e+21,ethereum,SDT,18.0,5249.999999999999
455,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2021-11-12 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,21051829302.0,ethereum,USDT,6.0,21051.829302
457,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2021-11-15 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,550569664.0,ethereum,USDT,6.0,550.569664
458,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2021-11-25 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,4870087551.0,ethereum,USDT,6.0,4870.087551
459,in,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,agEUR,1.2e+19,ethereum,agEUR,18.0,11.999999999999998
460,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,922803264.0,ethereum,USDT,6.0,922.803264
461,in,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,agEUR,6e+19,ethereum,agEUR,18.0,59.99999999999999
462,in,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Stake DAO Token,5.7351582397135127e+20,ethereum,SDT,18.0,573.5158239713512
463,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-05-10 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,60078553761.0,ethereum,USDT,6.0,60078.553760999996
464,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,3533539763.0,ethereum,USDT,6.0,3533.5397629999998
465,in,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tether USD,59613481579.0,ethereum,USDT,6.0,59613.481579
